@relation shear_viscosity_predicted

@attribute Pressure numeric
@attribute Temperature numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute X10 numeric
@attribute X11 numeric
@attribute X12 numeric
@attribute X13 numeric
@attribute X14 numeric
@attribute X15 numeric
@attribute X16 numeric
@attribute X17 numeric
@attribute X18 numeric
@attribute X19 numeric
@attribute X20 numeric
@attribute X21 numeric
@attribute X22 numeric
@attribute X23 numeric
@attribute X24 numeric
@attribute X25 numeric
@attribute X26 numeric
@attribute X27 numeric
@attribute X28 numeric
@attribute X29 numeric
@attribute X30 numeric
@attribute X31 numeric
@attribute X32 numeric
@attribute X33 numeric
@attribute X34 numeric
@attribute X35 numeric
@attribute X36 numeric
@attribute X37 numeric
@attribute X38 numeric
@attribute X39 numeric
@attribute X40 numeric
@attribute X41 numeric
@attribute X42 numeric
@attribute X43 numeric
@attribute X44 numeric
@attribute X45 numeric
@attribute X46 numeric
@attribute X47 numeric
@attribute X48 numeric
@attribute X49 numeric
@attribute predictedViscosity numeric
@attribute Viscosity numeric

@data
30000,6300,0.366103,0.215038,0.127137,0.075662,0.045324,0.02733,0.016588,0.010135,0.006233,0.003859,0.002405,0.001509,0.000953,0.000606,0.000388,0.00025,0.000162,0.000106,0.00007,0.000046,0.000031,0.000021,0.000014,0.000009,0.000007,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000095,0.000095
50000,5900,0.256759,0.145469,0.082995,0.047684,0.027589,0.016075,0.009432,0.005574,0.003317,0.001988,0.0012,0.000729,0.000446,0.000275,0.000171,0.000107,0.000067,0.000043,0.000027,0.000018,0.000011,0.000007,0.000005,0.000003,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.000085,0.000086
80000,9100,0.150195,0.103913,0.07222,0.050421,0.035362,0.024914,0.017633,0.012537,0.008955,0.006425,0.004631,0.003354,0.00244,0.001783,0.001309,0.000966,0.000716,0.000533,0.000399,0.0003,0.000226,0.000172,0.000131,0.0001,0.000077,0.00006,0.000046,0.000036,0.000029,0.000023,0.000018,0.000014,0.000011,0.000009,0.000007,0.000006,0.000005,0.000004,0.000003,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.5,0.000103,0.000103
60000,4800,0.44834,0.223,0.111876,0.056611,0.028894,0.014875,0.007724,0.004046,0.002138,0.001139,0.000613,0.000332,0.000182,0.0001,0.000056,0.000031,0.000018,0.00001,0.000006,0.000003,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000083,0.000083
60000,500,0.898897,0.001102,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000026,0.000027
80000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000077,0.000077
101325,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000082,0.000082
50000,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000013,0.000012
1000,2900,0.273244,0.086007,0.02746,0.008893,0.002921,0.000973,0.000329,0.000113,0.000039,0.000014,0.000005,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.000056,0.000057
80000,9700,0.198879,0.140767,0.10006,0.071428,0.051207,0.036867,0.026657,0.019357,0.014116,0.010339,0.007605,0.005618,0.004169,0.003106,0.002325,0.001748,0.00132,0.001001,0.000762,0.000583,0.000448,0.000346,0.000268,0.000209,0.000164,0.000129,0.000101,0.000081,0.000064,0.000051,0.000041,0.000033,0.000027,0.000022,0.000018,0.000015,0.000012,0.00001,0.000009,0.000007,0.000006,0.000005,0.000004,0.000004,0.000003,0.000003,0.000002,0.000002,0.3,0.000112,0.000112
40000,7900,0.033877,0.022163,0.014575,0.009635,0.006403,0.004277,0.002873,0.001939,0.001316,0.000898,0.000616,0.000425,0.000294,0.000205,0.000144,0.000101,0.000072,0.000051,0.000037,0.000026,0.000019,0.000014,0.00001,0.000007,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.000085,0.000085
30000,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000076,0.000076
90000,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000013,0.000012
30000,1500,0.178525,0.019104,0.002101,0.000238,0.000028,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.000038,0.000038
30000,9600,0.258039,0.181984,0.128899,0.091692,0.065507,0.047002,0.03387,0.024513,0.017818,0.013008,0.009538,0.007024,0.005195,0.00386,0.00288,0.002158,0.001625,0.001229,0.000933,0.000712,0.000546,0.00042,0.000325,0.000252,0.000197,0.000154,0.000122,0.000096,0.000077,0.000061,0.000049,0.00004,0.000032,0.000026,0.000021,0.000018,0.000015,0.000012,0.00001,0.000008,0.000007,0.000006,0.000005,0.000004,0.000004,0.000003,0.000003,0.000002,0.1,0.000117,0.000117
70000,200,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.000015,0.000015
101325,7600,0.104952,0.06752,0.043675,0.028404,0.018574,0.012212,0.008073,0.005366,0.003587,0.00241,0.001629,0.001107,0.000756,0.000519,0.000359,0.000249,0.000174,0.000122,0.000086,0.000061,0.000044,0.000032,0.000023,0.000017,0.000012,0.000009,0.000007,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.000089,0.000089
20000,7400,0.03576,0.022733,0.014533,0.009342,0.006039,0.003926,0.002567,0.001687,0.001115,0.000742,0.000496,0.000333,0.000225,0.000153,0.000105,0.000072,0.00005,0.000035,0.000024,0.000017,0.000012,0.000009,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.000082,0.000082
60000,300,0.299996,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.000018,0.000018
20000,7500,0.176841,0.113101,0.072735,0.047034,0.030582,0.019995,0.013146,0.008691,0.005777,0.003862,0.002596,0.001755,0.001193,0.000815,0.000561,0.000388,0.000269,0.000188,0.000133,0.000094,0.000067,0.000048,0.000034,0.000025,0.000018,0.000013,0.00001,0.000007,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0.5,0.000094,0.000094
50000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000021,0.000021
90000,5800,0.216771,0.121617,0.068719,0.039106,0.022414,0.012938,0.007522,0.004405,0.002598,0.001543,0.000923,0.000557,0.000338,0.000207,0.000127,0.000079,0.000049,0.000031,0.00002,0.000013,0.000008,0.000005,0.000003,0.000002,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.000082,0.000083
70000,7700,0.138431,0.089569,0.058266,0.038107,0.025056,0.016564,0.011009,0.007357,0.004943,0.003339,0.002268,0.001549,0.001063,0.000734,0.00051,0.000356,0.00025,0.000176,0.000125,0.000089,0.000064,0.000046,0.000034,0.000024,0.000018,0.000013,0.00001,0.000007,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0.6,0.000093,0.000093
80000,6600,0.156864,0.094393,0.057157,0.034827,0.021354,0.013176,0.008181,0.005112,0.003214,0.002034,0.001295,0.00083,0.000535,0.000347,0.000227,0.000149,0.000099,0.000066,0.000044,0.00003,0.00002,0.000014,0.000009,0.000007,0.000005,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.000085,0.000086
80000,2900,0.683109,0.215017,0.068649,0.022232,0.007303,0.002434,0.000823,0.000282,0.000098,0.000035,0.000012,0.000005,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000066,0.000066
80000,9700,0.113645,0.080438,0.057177,0.040816,0.029261,0.021067,0.015232,0.011061,0.008067,0.005908,0.004346,0.00321,0.002382,0.001775,0.001329,0.000999,0.000754,0.000572,0.000436,0.000333,0.000256,0.000198,0.000153,0.000119,0.000093,0.000073,0.000058,0.000046,0.000037,0.000029,0.000024,0.000019,0.000015,0.000013,0.00001,0.000009,0.000007,0.000006,0.000005,0.000004,0.000003,0.000003,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.6,0.000104,0.000104
80000,3600,0.36171,0.142547,0.056824,0.022913,0.009346,0.003856,0.00161,0.00068,0.00029,0.000125,0.000055,0.000024,0.000011,0.000005,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.000067,0.000067
20000,600,0.896628,0.003359,0.000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000028,0.000029
101325,300,0.499993,0.000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.000019,0.000019
60000,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000044,0.000043
20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00005,0.00005
40000,1600,0.613543,0.075498,0.009533,0.001235,0.000164,0.000022,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.000046,0.000046
30000,1600,0.701192,0.086284,0.010895,0.001412,0.000188,0.000026,0.000004,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000047,0.000047
90000,9300,0.11791,0.082225,0.057596,0.040523,0.028638,0.020329,0.014495,0.010382,0.007469,0.005398,0.003918,0.002857,0.002093,0.00154,0.001138,0.000845,0.000631,0.000473,0.000356,0.000269,0.000204,0.000156,0.00012,0.000092,0.000071,0.000056,0.000043,0.000034,0.000027,0.000021,0.000017,0.000014,0.000011,0.000009,0.000007,0.000006,0.000005,0.000004,0.000003,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.6,0.000102,0.000102
30000,7800,0.171194,0.111389,0.07286,0.047911,0.031673,0.02105,0.014064,0.009447,0.006379,0.004331,0.002956,0.002029,0.0014,0.000971,0.000677,0.000475,0.000335,0.000237,0.000169,0.000121,0.000087,0.000063,0.000046,0.000034,0.000025,0.000018,0.000014,0.00001,0.000008,0.000006,0.000005,0.000003,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0.5,0.000096,0.000096
60000,300,0.199997,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.000018,0.000017
90000,1100,0.857187,0.040698,0.002006,0.000103,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000039,0.00004
50000,100,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.00001,0.00001
40000,400,0.899794,0.000206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000023,0.000024
100000,2900,0.409865,0.12901,0.041189,0.013339,0.004382,0.00146,0.000494,0.000169,0.000059,0.000021,0.000007,0.000003,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.00006,0.00006
100000,100,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.000011,0.000011
60000,4700,0.151679,0.074331,0.036748,0.018327,0.009221,0.004681,0.002397,0.001238,0.000645,0.000339,0.00018,0.000096,0.000052,0.000028,0.000016,0.000009,0.000005,0.000003,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.00007,0.00007
30000,6800,0.038295,0.023391,0.014374,0.008887,0.005528,0.00346,0.002178,0.00138,0.00088,0.000564,0.000364,0.000236,0.000154,0.000101,0.000067,0.000045,0.00003,0.00002,0.000014,0.000009,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.000078,0.000079
40000,5800,0.346834,0.194587,0.10995,0.06257,0.035862,0.020701,0.012036,0.007048,0.004157,0.002469,0.001477,0.00089,0.000541,0.000331,0.000204,0.000126,0.000079,0.00005,0.000032,0.00002,0.000013,0.000008,0.000005,0.000004,0.000002,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000089,0.000089
60000,1700,0.430123,0.05987,0.008538,0.001248,0.000187,0.000029,0.000005,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.000044,0.000045
101325,6900,0.151398,0.093138,0.057641,0.035887,0.022477,0.014163,0.008978,0.005725,0.003673,0.002371,0.00154,0.001006,0.000661,0.000437,0.000291,0.000195,0.000131,0.000089,0.000061,0.000042,0.000029,0.00002,0.000014,0.00001,0.000007,0.000005,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.000087,0.000088
90000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000033,0.000032
70000,3700,0.059268,0.023952,0.009788,0.004045,0.00169,0.000714,0.000305,0.000132,0.000058,0.000025,0.000011,0.000005,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.000058,0.000058
90000,6000,0.380209,0.21746,0.125235,0.07262,0.042402,0.024929,0.014758,0.008797,0.005281,0.003192,0.001943,0.001191,0.000735,0.000457,0.000286,0.00018,0.000114,0.000073,0.000047,0.000031,0.00002,0.000013,0.000009,0.000006,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000093,0.000093
80000,1100,0.761944,0.036176,0.001783,0.000091,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000038,0.000039
40000,8500,0.286652,0.193231,0.130891,0.089094,0.06094,0.041886,0.028931,0.02008,0.014006,0.009817,0.006914,0.004894,0.003482,0.002489,0.001788,0.001291,0.000937,0.000683,0.000501,0.000369,0.000273,0.000203,0.000152,0.000114,0.000086,0.000066,0.00005,0.000039,0.00003,0.000023,0.000018,0.000014,0.000011,0.000009,0.000007,0.000006,0.000005,0.000004,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.1,0.00011,0.00011
20000,7900,0.101632,0.066488,0.043725,0.028906,0.019209,0.012832,0.008618,0.005818,0.003948,0.002694,0.001847,0.001274,0.000883,0.000615,0.000431,0.000304,0.000215,0.000153,0.00011,0.000079,0.000057,0.000042,0.00003,0.000022,0.000017,0.000012,0.000009,0.000007,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0.7,0.000091,0.000091
101325,7800,0.068478,0.044555,0.029144,0.019165,0.012669,0.00842,0.005626,0.003779,0.002552,0.001732,0.001182,0.000811,0.00056,0.000388,0.000271,0.00019,0.000134,0.000095,0.000068,0.000049,0.000035,0.000025,0.000018,0.000014,0.00001,0.000007,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.000087,0.000087
90000,4800,0.049816,0.024778,0.012431,0.00629,0.00321,0.001653,0.000858,0.00045,0.000238,0.000127,0.000068,0.000037,0.00002,0.000011,0.000006,0.000003,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.000067,0.000066
90000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000021,0.000021
50000,6600,0.392161,0.235983,0.142893,0.087068,0.053386,0.03294,0.020452,0.012779,0.008035,0.005084,0.003237,0.002075,0.001338,0.000868,0.000567,0.000373,0.000247,0.000164,0.00011,0.000074,0.00005,0.000034,0.000024,0.000016,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000099,0.000099
80000,1200,0.657058,0.040216,0.002548,0.000167,0.000011,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.00004,0.00004
60000,200,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.000014,0.000014
60000,4100,0.388391,0.171468,0.076466,0.034445,0.015673,0.007204,0.003345,0.001569,0.000743,0.000356,0.000172,0.000084,0.000041,0.000021,0.00001,0.000005,0.000003,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.000073,0.000073
20000,8200,0.328344,0.218166,0.14569,0.097782,0.065959,0.044719,0.030471,0.020869,0.014365,0.009939,0.006911,0.004831,0.003394,0.002396,0.001701,0.001214,0.00087,0.000628,0.000455,0.000331,0.000243,0.000179,0.000132,0.000098,0.000074,0.000055,0.000042,0.000032,0.000024,0.000019,0.000014,0.000011,0.000009,0.000007,0.000005,0.000004,0.000003,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0.000111,0.00011
20000,3100,0.131693,0.044661,0.015349,0.005346,0.001887,0.000675,0.000245,0.00009,0.000033,0.000013,0.000005,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.000055,0.000055
100000,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00005,0.000049
50000,5700,0.351434,0.195178,0.109185,0.061523,0.034919,0.019964,0.011497,0.006669,0.003897,0.002294,0.00136,0.000813,0.000489,0.000296,0.000181,0.000111,0.000069,0.000043,0.000027,0.000017,0.000011,0.000007,0.000005,0.000003,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000088,0.000088
60000,8800,0.061839,0.04225,0.029002,0.020001,0.013859,0.009648,0.006749,0.004743,0.003349,0.002376,0.001694,0.001213,0.000873,0.000631,0.000459,0.000335,0.000246,0.000181,0.000134,0.0001,0.000075,0.000056,0.000042,0.000032,0.000025,0.000019,0.000015,0.000011,0.000009,0.000007,0.000005,0.000004,0.000003,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0,0,0.8,0.000093,0.000093
101325,3900,0.401248,0.169871,0.07268,0.031428,0.013735,0.006066,0.002708,0.001222,0.000557,0.000257,0.00012,0.000056,0.000027,0.000013,0.000006,0.000003,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.000071,0.000071
20000,3000,0.603547,0.197436,0.065481,0.022018,0.007506,0.002595,0.000909,0.000323,0.000116,0.000043,0.000016,0.000006,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000066,0.000065
50000,1500,0.357051,0.038209,0.004203,0.000475,0.000055,0.000007,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.000041,0.000041
60000,4600,0.410596,0.198119,0.096457,0.047384,0.023488,0.011748,0.005929,0.003019,0.001552,0.000805,0.000421,0.000222,0.000119,0.000064,0.000035,0.000019,0.00001,0.000006,0.000003,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000079,0.000079
70000,6200,0.370695,0.215875,0.126554,0.074687,0.044372,0.026538,0.015978,0.009685,0.00591,0.003631,0.002246,0.001398,0.000877,0.000553,0.000352,0.000225,0.000145,0.000094,0.000061,0.00004,0.000027,0.000018,0.000012,0.000008,0.000006,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000094,0.000094
10000,6800,0.15318,0.093563,0.057497,0.035548,0.022113,0.013839,0.008714,0.00552,0.003519,0.002257,0.001456,0.000945,0.000618,0.000406,0.000269,0.000179,0.00012,0.000081,0.000055,0.000037,0.000026,0.000018,0.000012,0.000009,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.000087,0.000087
30000,2200,0.23428,0.051049,0.011334,0.002564,0.000591,0.000139,0.000033,0.000008,0.000002,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.000048,0.000048
1000,5000,0.483858,0.247485,0.127633,0.066368,0.034798,0.018397,0.009807,0.005271,0.002857,0.001562,0.000861,0.000478,0.000268,0.000152,0.000086,0.00005,0.000029,0.000017,0.00001,0.000006,0.000004,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000087,0.000086
90000,1500,0.178525,0.019104,0.002101,0.000238,0.000028,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.000038,0.000038
10000,1300,0.369568,0.028042,0.002196,0.000178,0.000015,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.000038,0.000038
40000,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000079,0.00008
80000,4500,0.416885,0.197922,0.094831,0.045856,0.022378,0.011022,0.005479,0.002749,0.001392,0.000711,0.000367,0.000191,0.0001,0.000053,0.000029,0.000015,0.000008,0.000005,0.000003,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000078,0.000078
40000,700,0.892507,0.007427,0.000066,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.000032,0.000032
90000,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000044,0.000043
100000,6000,0.211227,0.120811,0.069575,0.040345,0.023557,0.013849,0.008199,0.004887,0.002934,0.001773,0.001079,0.000662,0.000408,0.000254,0.000159,0.0001,0.000064,0.000041,0.000026,0.000017,0.000011,0.000007,0.000005,0.000003,0.000002,0.000001,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.000084,0.000084
